hips_JNTa_x,hips_JNTa_y,hips_JNTa_z,hips_JNTw_x,hips_JNTw_y,hips_JNTw_z,
99.22485,-23.0896,-9.243774,1.800838,-1.345367,-10.48576,
-100.0732,-36.34338,6.510925,5.316682,-6.121063,-25.70776,
109.9731,32.91931,-9.033203,2.078127,-3.409729,-8.480434,
-78.55225,-17.06543,4.072571,4.73933,-7.79953,-19.40252,
38.1897,18.64014,5.032349,3.075733,-7.398834,-12.14874,
2.044678,-0.7415771,0.4379272,2.893046,-7.165375,-11.47642,
-82.80029,25.62561,30.63049,2.619138,-14.67758,-16.00613,
-53.88794,0.1831055,10.99854,2.897823,-18.28918,-19.25026,
177.8076,-19.98901,-33.7204,0.1371479,-4.544373,-4.393263,
-66.57104,-20.13855,34.4696,-0.4270363,-10.30609,-9.448614,
-15.2832,-3.704834,2.555847,-1.202569,-11.16013,-11.15631,
37.73804,7.843018,-18.08014,-1.178491,-7.899933,-8.278837,
6.396484,-1.782227,2.360535,-1.567655,-7.39563,-8.754253,
-17.04102,-7.147217,10.40344,-2.18194,-8.729248,-10.97495,
-17.61475,12.42371,23.82965,-3.231272,-9.340973,-13.28189,
-79.61426,-0.5310059,59.16595,-5.890081,-14.45801,-21.84895,
66.95557,-9.390259,-34.57947,-4.066968,-8.995667,-14.62297,
56.34155,-12.56409,-21.40045,-2.482542,-4.020844,-8.714967,
-8.551025,-4.162598,10.70404,-2.634204,-4.01825,-9.59541,
10.04028,10.53467,-1.957703,-1.984444,-2.286377,-8.511812,
-3.991699,-2.178955,4.205322,3597.918,-2.398834,-8.91627,
-38.69019,-9.47876,49.04938,-2.435608,-1.552277,-12.76711,
28.50952,17.65137,-32.02057,-1.598816,-0.6698608,3590.7,
-58.26416,6.50177,66.4444,-1.5979,0.7446289,-12.96265,
1.165771,-1.016235,-0.8987427,-1.573486,0.7389832,-12.81525,
106.0852,-2.822876,-113.8199,-0.04364014,0.9277344,-2.38739,
-16.47339,-9.100342,21.62323,-0.0302124,1.305695,-3.143311,
39.43481,24.90997,-42.81769,0.3814697,1.24054,-0.3225708,
12.78076,5.407715,-20.29266,0.1855469,0.6031799,-0.1556396,
7.824707,2.813721,9.059143,0.9994507,1.836395,0.8563232,
8.92334,3.996277,-22.01233,0.5245972,0.8015442,0.6414795,
45.94116,0.894165,-36.35559,2.10907,3.213196,2.458496,
30.65186,0.09307861,-29.36096,3.022156,4.560089,3.482666,
-18.63403,4.385376,6.211853,-3597.746,3.509064,2.617493,
18.37769,11.00922,-28.62701,2.772417,4.541931,3.261414,
-28.68042,-6.658936,24.65363,1.841605,3.461456,2.733765,
1.654053,0.3128052,-3.634644,1.931178,3.765564,3.063049,
29.3335,7.904053,-30.76172,2.792765,6.268768,5.718689,
-10.65063,-1.419067,13.37585,2.318596,5.83374,5.751953,
46.85059,-5.441284,-25.58746,2.459413,9.22287,-3589.119,
117.3645,-1.618958,-85.05707,3.959318,18.20068,22.87584,
-80.04761,6.765747,77.76489,1.66398,11.06796,14.42668,
-16.96167,10.3714,26.77765,0.3178835,8.696442,11.91025,
-22.25342,-4.626465,16.84723,0.0557518,7.016907,9.734483,
50.55542,12.80823,-15.03601,-0.6486392,8.775482,12.63553,
-13.47046,-5.059814,5.01709,-0.6840634,8.184357,11.89063,
51.54419,29.75159,-19.82269,-1.616038,9.73114,15.86231,
-61.4502,-25.96741,37.10022,-1.137987,6.721191,10.99869,
293.6829,-8.499146,-43.28461,-5.0693,16.12335,37.70832,
-185.3699,-13.27209,39.72321,-3.17373,9.992981,23.61065,
-139.0381,33.57849,55.45044,-1.881266,3.345947,11.42561,
38.33618,16.47949,-2.403259,-2.558733,4.568176,15.66212,
-62.90283,-44.40613,17.73071,-1.570972,2.16095,8.861504,
-1.495361,-0.01831055,0.2075195,-1.561835,2.166748,8.891964,
42.95044,8.892822,6.095886,-2.008447,3.395538,12.67874,
-57.04346,-11.82251,-4.78363,3598.951,1.996155,7.121716,
92.79175,-16.29028,-12.53815,-0.5426025,3.215027,17.22872,
-49.02344,-3.063965,-0.5905151,-0.1220703,2.176514,12.93943,
-52.06299,9.332275,-15.80658,0.3884888,0.8441162,9.131737,
-12.75635,4.974365,-10.49042,0.6796265,0.3590393,8.80331,
-37.87842,-6.988525,9.78241,0.5783081,-0.5355835,6.033249,
-9.356689,-1.818848,2.555847,-3599.451,-0.7469177,5.281639,
-17.08374,-6.317139,-2.503967,0.7827662,-1.036835,4.857044,
-10.9375,-3.897095,8.175659,0.6097674,-0.7887268,1.981754,
-76.94702,6.719971,8.627319,1.889245,-2.682495,-9.37212,
-24.96338,8.563232,11.13281,2.114335,-3.03894,-14.56612,
10.02808,-5.450439,3.070068,2.100121,-2.993469,-14.10614,
21.28296,-21.37146,8.117676,2.476734,-3.544312,-16.36652,
-23.9502,-4.180908,3.065491,3.40251,-4.742584,-19.88804,
36.68213,6.378174,-10.26001,3.062969,-4.109344,-13.77987,
5.908203,1.312256,-0.9231567,2.755805,-3.710022,-12.26086,
-27.36206,-13.18359,0.7553101,4.234524,-6.2883,-12.97247,
30.98755,10.37292,-3.288269,2.767773,-4.359283,-8.619213,
-137.5916,4.406738,20.45898,4.925528,-15.18814,-18.29857,
71.14258,2.22168,-9.403992,3.038232,-9.697113,-11.86767,
14.27002,-16.60156,22.54944,0.1247954,-8.605194,-11.63043,
24.32861,6.121826,-8.691406,0.1003265,-6.719971,-9.147749,
-17.10815,4.412842,13.8855,-0.6647539,-7.185059,-10.87103,
-34.85107,-15.73181,39.30664,-0.9241915,-10.05524,-15.22386,
14.50806,11.43799,-16.43982,-1.202424,-7.458954,-11.73629,
-11.73706,-2.947998,4.80957,-1.267827,-7.921906,-12.43431,
-105.5237,15.17334,74.53308,-3.256774,-10.87173,-19.27735,
